id_registro,etiqueta_humana,evento,texto_para_anotacion,texto_limpio,etiqueta_silver_hashtag,Pseudo_E1,Pseudo_E2,Árbol de Decisión_E1,KNN_E1,Naïve Bayes_E1,SVM_E1,Árbol de Decisión_E2,KNN_E2,Naïve Bayes_E2,SVM_E2,acierto_silver,acierto_pseudo_E1,acierto_pseudo_E2,desacuerdo_silver_pseudoE2
7d5ae0c364d0054e7a8c,1,Paro Nacional,salchipapas internet jodidos #efectolasso #paronacional dictador @mashirafael,salchipapas jodidos dictador @mashirafael,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
4ee90950440fc760cbf3,1,Paro Nacional,#ecuadordesperto #ecuadorquierepaz #ecuadordelasoportunidades vamos lasso cara lasso ahuev cara,lasso cara lasso ahuev cara,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
d9f2fabe3e4f0dd46f9d,1,Paro Nacional,#paronacional,,1,0,0,0,0,0,0,0,0,0,0,True,False,False,True
6181e65451a62a6807ef,1,Muerte Cruzada,@lassoguillermo presidente ahora debe hacer necesario sacar vestigio correismo hagalo inicie #cne garantizar unas elecciones reales quiere pais #democracia #elecciones #fueraasambleacorrupta #fueracorrupcion,@lassoguillermo presidente necesario vestigio correismo hagalo elecciones reales pais,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
5724ad792478cc38f33d,1,Paro Nacional,#paronacional guillermo lasso manda detener dirigentes velocidad increible encarcela,guillermo lasso dirigentes velocidad increible encarcela,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
f08bbd8e33da78e02293,1,Muerte Cruzada,@lassoguillermo @asambleaecuador queremos largues mas #lassodestruyoecuador,@lassoguillermo @asambleaecuador largues,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
f324103132c46145b839,1,Paro Nacional,firmen rapido apuren ir victor #paronacionalecuador #ecuadorquierepaz,firmen rapido victor,1,1,1,1,1,0,1,0,1,0,1,True,True,True,False
45d6dbcace45bbbe0a48,1,Paro Nacional,#paronacionalec dias protestas saqueos comercios destruccion bienes publicos privados reg,protestas saqueos comercios destruccion bienes publicos privados reg,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
5e28b6632c90b2c46619,1,Muerte Cruzada,ineptitud ego poquisima capacidad liderazgo cuerda floja @lassoguillermo ejercio cargo nunca preparado realidad pais confirma #muertecruzadaya soluciona menos ud seguira frente bastante,ineptitud ego poquisima capacidad liderazgo cuerda floja @lassoguillermo ejercio cargo preparado realidad pais soluciona frente,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
f13d127ca2e3a621ef0b,0,Muerte Cruzada,sentenciada serie lautaro martinez aparecio poner ganar #inter frente #acmilan forma meterse final #championsleague,sentenciada serie lautaro martinez aparecio frente forma,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False
70c88ce2083640d349b9,1,Muerte Cruzada,alvarito primera eligieron despues ver persona hizo wbds ahi si dicen conmigo sido gloria jajajajajaajajajajajjajaja #alvaritopresidente #alvaronoboa #muertecruzadaec,alvarito persona wbds gloria jajajajajaajajajajajjajaja,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
31c19c4fb9bbcad1413a,1,Paro Nacional,exteriores gobernacion riobamba rechazo lasso enorme #paronacional,exteriores gobernacion riobamba rechazo lasso enorme,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
ef748ded3346a5db617e,0,Muerte Cruzada,horripilante ver dos equipos italianos semifinal partido lento juego ganas horrible ahora recuerdo deje consumir calcio #championsleague #milaninter,horripilante equipos italianos semifinal partido lento juego ganas horrible calcio,0,0,0,0,0,1,0,1,0,1,0,True,True,True,False
69e63e8626c28e45cb80,1,Muerte Cruzada,@lassoguillermo tome palabra saque cara vacunacion primeros dias #juiciopoliticoalasso,@lassoguillermo tome palabra cara vacunacion,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
1471753d7a800228f2f0,1,Paro Nacional,@tarsigranizo aun espero postura @ecguardaparques respecto decreto #paronacionalec,@tarsigranizo postura @ecguardaparques decreto,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
4cc4ffbbe5e3c893c916,1,Muerte Cruzada,decreto ejecutivo #muertecruzada evidentemente agarro dormidos asambleistas asesores pereza aun invade cuerpo hace expresar sandeces mejor duerman mas ver si despierta cerebro tambien,decreto ejecutivo evidentemente agarro dormidos asambleistas asesores cuerpo sandeces cerebro,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
3d477428fb7396452f00,1,Muerte Cruzada,si quedaban dudas corte constitucional rechaza demandas inconstitucionalidad hechas decreto #muertecruzada decidido guillermo lasso,dudas corte constitucional demandas inconstitucionalidad hechas decreto decidido guillermo lasso,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
82cfe58ffeefb21425e4,1,Paro Nacional,mal informacion certera @leonidasizasal #paronacionalec,informacion certera @leonidasizasal,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
f128e1e3f07d2893897c,1,Paro Nacional,#ecuadorquierepaz mensaje embajadora #ecuador unidos @embajadaecuusa @ivonnebaki,mensaje embajadora unidos @embajadaecuusa @ivonnebaki,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
85132f995ca5687a3b39,1,Paro Nacional,#opini n #leonidasiza gustan politicas usan paises occidentales embargo codea ello,politicas paises occidentales codea,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
c7c8214b86de910a0e67,1,Muerte Cruzada,@lahoraecuador @karennoblecill asi senor @etorrescobo acusa cara abrazo correismo mismo pacto llevo alcaldia guayaquil verguenza #juiciosinpruebas,@lahoraecuador @karennoblecill senor @etorrescobo cara abrazo correismo pacto alcaldia guayaquil verguenza,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
55a28e12910a04482e2e,1,Muerte Cruzada,despues amplitud ideas interior #rc parte invoca guia proteccion dios defiende abiertamente aborto casos estipulados ley movimiento diverso valoran deben #muertecruzadaya,amplitud ideas interior invoca guia proteccion dios abiertamente aborto casos estipulados ley movimiento diverso,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
6a30da8bf0e4c2bac63a,1,Paro Nacional,pase malo manana #paronacional tranquilo nadie salga herido triunfe l,malo manana tranquilo herido triunfe,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
fb9695e6dda34bab16cc,1,Muerte Cruzada,pregunta suelta pasar acuerdos hizo cucal n asamble stas vendidos va gobernar vendidos pk psc id sirvi compra si igual va pobre ecuador #razonatuvoto #noalacorrupcion #eleccionesya #lassodestruyoecuador,suelta acuerdos cucal asamble stas vendidos vendidos psc sirvi pobre ecuador,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
6045ab48b34823b0b222,1,Paro Nacional,aproveche saqueo robe novia pana #paronacional,aproveche saqueo robe novia pana,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
d38c6cf5a82ef76975f3,1,Paro Nacional,luego dias #paronacional guillermo lasso anuncio mediante cadena nacional emplearan uso progresi,guillermo lasso anuncio cadena nacional emplearan progresi,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
44b48eeed1015fbc6788,1,Paro Nacional,pacificos #paronacional,pacificos,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
3b4d37239c5504ba608f,0,Muerte Cruzada,salud vida ultimas noticias cheap blood pressure drug could treat acne southampton study finds seguros ecuador contactenos #seguros #ecuador #vida,salud vida ultimas noticias cheap blood pressure could treat acne southampton seguros ecuador contactenos,0,1,1,1,1,1,1,1,1,1,1,True,False,False,True
03c310bb4cbb45cf7c8a,1,Muerte Cruzada,solo caso corrupcion gobierno decia mitomano @lassoguillermo ahi ministros profugo faltan varios delincuentes mas sigan creyendo #lasmentirasdelasso corresponsables destruccion patria #lassoseva #fueralassofuera,caso corrupcion gobierno decia mitomano @lassoguillermo ministros profugo delincuentes corresponsables destruccion patria,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
a4f783423a7aa5b6daff,1,Paro Nacional,#paronacional maquinaria mtop destinada habilitar paso #cuenca #giron #pasaje s,maquinaria destinada paso,1,1,1,1,0,0,1,1,1,0,1,True,True,True,False
5ad68775b06e9b0d1e45,1,Muerte Cruzada,circo sigue mientras aplauda payasos #asambleanacional #fueralasso #ecuador,circo aplauda payasos,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
eccdc90a0d41eac463ff,1,Muerte Cruzada,#urgente #atenci n #ultimahora presidente @lassoguillermo clamor popular #muertecruzadaya firmo decreto #muertecruzada tras verg enza #interpelacion sometido #felizmiercoles ecuador menos viejo calvo canoso pelos arrugado,presidente @lassoguillermo clamor popular decreto verg enza ecuador viejo calvo canoso pelos arrugado,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
2319f298e3de42dfb502,1,Muerte Cruzada,ecuatorianos sicologicamente manipulable importante recordar politicos estaran prometiendo oro moro vendran ser salvadores #muertecruzada,ecuatorianos sicologicamente manipulable importante politicos oro moro salvadores,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
4bad489561325b2efda5,0,Muerte Cruzada,#atencion #barcelonasc entreno miercoles cancha principal estadio banco pichincha #monumental miras partido viernes #orensesc #ligaprobet,entreno miercoles cancha principal estadio banco miras partido viernes,0,0,0,0,0,1,0,0,0,1,0,True,True,True,False
4fb74c0615353c1333eb,1,Paro Nacional,jose delgado listo divertirse saqueos guayaquil #paronacional,delgado listo saqueos guayaquil,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
012cc228459ead20088b,1,Muerte Cruzada,primer juicio pruebas duda pase pase dejara mal precedente futuro pais #juiciosinpruebas,juicio pruebas precedente futuro pais,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
0907f66b9f829d070a0d,1,Muerte Cruzada,visto espectaculo #asamblea vamos seguir observando dias mas concluya #juiciopoliticoalasso votacion #muertecruzada mira editorial @ladefensaec @martinezjg,visto espectaculo votacion mira editorial @ladefensaec @martinezjg,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
fe009d616a856c253e3c,1,Muerte Cruzada,#cne anuncia fecha maxima convocar elecciones mayo #miranoticiasahora incidentes #penitenciariadellitoral #papafrancisco pierde paciencia feligresa,fecha maxima elecciones mayo incidentes paciencia feligresa,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
b6b0d004bedb197b9a4c,1,Muerte Cruzada,parte ingenua ilusa aun espera ultima hora #lasso llame #muertecruzada parte realista cinica aposto six pack stella si reunen votos destituyen,ingenua ultima hora realista cinica aposto six pack votos,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
ebcdcd9147d241aecd8a,1,Paro Nacional,#paronacionalec guayas km altura reserva manglares churute cerrada via,guayas reserva manglares churute cerrada via,1,1,1,0,1,0,1,1,1,0,1,True,True,True,False
13636ab6d8748af2b83f,1,Muerte Cruzada,hoy #asamblea debe hacer historia puede venderse camisetazos acuerdos debajo mesa dan respaldo popular presidente #guillermolasso liquidado politicamente asi concluyo viviana veloz intervencion hora minutos,historia camisetazos acuerdos mesa respaldo popular presidente liquidado politicamente concluyo viviana veloz intervencion hora minutos,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
dcccee729f236af184f2,1,Muerte Cruzada,@yesguamani @lassoguillermo @asambleaecuador @lapoderosaec @ecuainm oficial @radiosonorama @radio pichincha @radiolacalle @laposta ecu @lahistoriaec @radioamericaec ohhh va va van @asambleaecuador van #muertecruzadaya ohhh va va van @asambleaecuador van #muertecruzadaya,@yesguamani @lassoguillermo @asambleaecuador @lapoderosaec @ecuainm oficial @radiosonorama @radio pichincha @radiolacalle @laposta ecu @lahistoriaec @radioamericaec ohhh @asambleaecuador ohhh @asambleaecuador,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
41c1f9150136506e276e,1,Paro Nacional,pena protesta social vandalismo #paronacionalec,pena protesta social vandalismo,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
babffaf35d3dd6cfa6c6,1,Muerte Cruzada,@lassoguillermo @asambleaecuador ladronasso narcolasso mit mano infeliz peor crisis narcogobierno est s mereces cloaca historia #lassoecuadornoteaguantamas #lassodestruyoecuador #fueralassofuera,@lassoguillermo @asambleaecuador ladronasso narcolasso mit mano infeliz crisis narcogobierno est mereces historia,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
8d31984776befab8c669,0,Muerte Cruzada,#atencion #barcelonasc cumple ultima practica canchas alternas estadio banco pichincha enfrentar viernes #orensesc finalizado entrenamiento equipo quedara concentrado #ligaprobet,ultima practica canchas alternas estadio banco viernes finalizado entrenamiento equipo concentrado,0,0,0,0,0,1,0,0,0,1,0,True,True,True,False
c85bd4a7be30b5929938,1,Paro Nacional,#paronacionalec #pazparaecuador #ecuadorcontaminado dado cue ta puntos conaie qu,cue puntos,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
58607ed21d2e47015991,1,Muerte Cruzada,familia q tenia cargos gobierno claramente q sueldo tenian q pagar llevar gente si sacaban puesto asi llevado personas pobre gobierno d @lassoguillermo amenazas destruccion muertes #fueralassofuera,familia tenia cargos gobierno claramente sueldo gente puesto personas pobre gobierno @lassoguillermo amenazas destruccion muertes,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
1da6a42175c883e7469a,0,Muerte Cruzada,salud vida ultimas noticias antibiotics mum told to crush up pills for strep baby seguros ecuador contactenos #seguros #ecuador #vida,salud vida ultimas noticias antibiotics mum told pills for strep baby seguros ecuador contactenos,0,1,1,1,1,1,1,1,1,1,1,True,False,False,True
3e5e04bd993c817bed7a,1,Paro Nacional,odio quiero @idec @wilmandrade #ecuador #paronacional #paronacionalec #paronacionalec,odio @idec @wilmandrade,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
5b9aa3d53ecd63144913,0,Paro Nacional,fuerza acompane joao #emelec,fuerza acompane joao,0,0,0,1,1,0,0,1,1,0,0,True,True,True,False
1eff52b9d2e7bbcfb00a,1,Muerte Cruzada,@bancadaecuador firme defensa democracia libertad institucionalidad votara #juicioilegal #juiciosinpruebas,@bancadaecuador firme defensa democracia libertad institucionalidad,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
231c36e201a142e20aa0,1,Muerte Cruzada,mas horas #muertecruzada disolvio constitucionalmente mafia asamblea dominada narcocorreismo advertencia vendria mas ataques terror lamentablemente ocurre manta,horas disolvio constitucionalmente mafia dominada narcocorreismo vendria ataques terror lamentablemente manta,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
a4e7732b7f8b6bea1003,1,Muerte Cruzada,@rtsecuador uds tambien acabo tiempo deben irse pueblo rechazamos #muertecruzada #quesevallantodos,@rtsecuador tiempo pueblo,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
9ca62dd71e9c2295c4ca,1,Muerte Cruzada,#juiciopolitico conmocion social dijo lasso verdaderamente peculado encontraron elementos corrupcion presidente responsable #lassoseva @bancadaunesec @mashirafael @rcoficial @ap kost @papachecov,conmocion social lasso verdaderamente peculado elementos corrupcion presidente responsable @bancadaunesec @mashirafael @rcoficial kost @papachecov,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
dec46a5f58b4552bf6f0,1,Muerte Cruzada,#atencion @conaie ecuador pronuncia #muertecruzada frente grave situacion politica pais escenario dictadura guillermo lasso llamamos pueblos nacionalidades mantener unidad cada estructura organizativa nivel nacional,@conaie ecuador pronuncia frente grave situacion politica pais escenario dictadura guillermo lasso pueblos nacionalidades unidad estructura organizativa nivel nacional,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
7d756b6621065bd5343e,1,Muerte Cruzada,urgente firmada muerte cruzada ecuador #ecuador #muertecruzada #guillermolasso,urgente firmada muerte cruzada ecuador,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
68aa4e584cbff28ead60,1,Muerte Cruzada,declarate dictador chucha @lassoguillermo gobierna mano dura hizo pinochet chile #muertecruzada,dictador chucha @lassoguillermo mano dura pinochet chile,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
053d99e9927f913da012,0,Paro Nacional,sd aucas eliminado ldu #copaecuadorecuabet,aucas eliminado ldu,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False
baf7db7abaaba1b74a80,0,Paro Nacional,dice va cagar cancion #laacademia #domingodeacademia,cancion,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False
d263922b5f3e47df3907,0,Paro Nacional,viva #parapapaconamor #felizdiadelpadre,viva,0,1,1,1,1,0,1,1,1,0,1,True,False,False,True
9c70337703c749d4bd3b,1,Muerte Cruzada,xavier hervas ex candidato presidencia ecuador interes presidente defender posicion personal lleva pais mayor deterioro #muertecruzada #ecuador,xavier hervas candidato presidencia ecuador interes posicion personal pais deterioro,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
b8aee1aa8ce1294665ba,1,Muerte Cruzada,@lassoguillermo tambien irte #guillermolasso,@lassoguillermo irte,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
5088c7d82421a5f5e51a,1,Paro Nacional,orgullosamente #paramo ecuatoriano #paronacional,orgullosamente ecuatoriano,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
0a69de33a310f3b566ff,1,Paro Nacional,menos dictadura #paronacional,dictadura,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
70f5291ce31bb006591c,1,Paro Nacional,@rusochenko #paronacionalecuador uenas #sigueme #redessociales gracias #google @bolenplc,@rusochenko uenas gracias @bolenplc,1,1,1,0,0,0,1,1,1,0,1,True,True,True,False
5e2c091780d5154ff715,1,Paro Nacional,precisamente refiero tuit previo #paronacional,precisamente refiero tuit previo,1,1,1,0,0,0,1,1,1,0,1,True,True,True,False
8be65f2643c94a0fe5ac,1,Paro Nacional,pongas mas #paroecuador prolonga placer usando productos @playsex ec #juegacontusfantasias,pongas placer productos @playsex ec,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
d264d3c164a0b985c65e,1,Muerte Cruzada,#atenci n #urgente frente disolucion asamblea @marcelaholguin indica aferramos cargos cargos siempre disposicion pueblo ecuatoriano #muertecruzadaya,frente disolucion asamblea @marcelaholguin cargos cargos disposicion pueblo ecuatoriano,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
bbc0793d22bf3ed959dc,1,Paro Nacional,todavia habra alguien presuma zapatos rojos #paronacionalec,alguien zapatos rojos,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
3a36d8e8c073c2bb1438,0,Paro Nacional,primer gol portoviejo fc minuto penal #copaecuadorecuabet,gol portoviejo minuto penal,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False
afaea5c5e230b45c535e,1,Muerte Cruzada,alguien penso vivira ex asambleista luis almeida #urgente #muertecruzada #asambleadelaverguenza #guillermolasso,alguien penso asambleista luis almeida,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
814733586595c4081e2c,1,Muerte Cruzada,@ladataec @cnegobec mafiosa correista garantias cne pais tambien deben irse casa or corruptos #noalgolpe #juiciosinpruebas #juiciopoliticoalasso,@ladataec @cnegobec mafiosa correista garantias cne pais casa corruptos,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
2f10717e9fefa63f8701,0,Muerte Cruzada,salud vida ultimas noticias does your diet affect your fertility seguros ecuador contactenos #seguros #ecuador #vida,salud vida ultimas noticias does your diet affect your fertility seguros ecuador contactenos,0,1,1,1,0,1,1,1,1,1,1,True,False,False,True
c72ae787b96e363edcef,1,Muerte Cruzada,hablo miles victimas femicidio #muertecruzada,miles victimas femicidio,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
adce5edb1952c23acf5d,1,Paro Nacional,protesta social solo #ecuador #paronacionalec,protesta social,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
9c5b6343ffa07a50940f,1,Muerte Cruzada,obsesion esteban torres socialcristianos pedir mas armas si faltan armas policia unico necesario acabar delincuencia cosa psc demuestra saber #fueralassofuera #muertecruzada #juiciopoliticoalasso,obsesion torres socialcristianos armas armas policia unico necesario delincuencia cosa psc,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
788b5c2445089cb76423,1,Paro Nacional,@luciaro @ecuadorchequea @unesecuador @teleamazonasec suscribo ciudadano #muertecruzadaya,@luciaro @ecuadorchequea @unesecuador @teleamazonasec ciudadano,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
b95d97d073a910b18109,1,Paro Nacional,pais balas #paronacionalec #muertecruzadaya,pais balas,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
13999cfdbb831b6976d6,0,Muerte Cruzada,#ligaprobet macara visita cuniburo fecha serie b vivo h radio centro fm am facebook live gt gt,visita cuniburo fecha serie vivo radio centro facebook live,0,0,0,0,0,1,0,1,1,1,0,True,True,True,False
9ddc1673f5ef4049b444,1,Muerte Cruzada,humor ganas preguntar #muertecruzadaec cruzan muerte jajajajajajajjaja,humor ganas muerte jajajajajajajjaja,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
1cf141bf08df35a3ce45,1,Muerte Cruzada,#muertecruzada doritos despues,doritos,1,0,0,1,0,0,0,0,0,0,0,True,False,False,True
1cec83e211217984831e,1,Muerte Cruzada,#muertecruzada queda demostrado @lassoguillermo confia nunca confio @aborrerovega #quesevayantodos,demostrado @lassoguillermo confia confio @aborrerovega,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
d1f30c90de98f66927f5,1,Muerte Cruzada,mas da gustito ver correanos encabezados v veloz llorando quedaron camello ser amigos #muertecruzada #fueratodos,gustito correanos encabezados veloz camello amigos,1,1,1,1,1,0,1,1,1,1,1,True,True,True,False
411928b102c52effce79,1,Muerte Cruzada,estan presentando payasada lado lado #juiciopolitico pueden centrar verdaderamente importante cosas mejor #quesevayantodos,payasada verdaderamente importante cosas,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
594d7ee5343c8006f95b,1,Paro Nacional,#noticias #paronacional camara transporte cuenca informo ciudadania suspension transporte,transporte ciudadania suspension transporte,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
8eff5b21549f72b4738b,1,Paro Nacional,@leoberrezueta @sur gente @radiolacalle @conaie ecuador @telesurtv #muertecruzada #paronacionalecuador,@leoberrezueta @sur gente @radiolacalle @conaie ecuador @telesurtv,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
b90ea31b1755a8990650,1,Paro Nacional,hablare medio digital positiva tv ecuador acontecimientos relacionados #paroecuador,hablare digital positiva ecuador acontecimientos relacionados,1,1,1,1,1,0,1,1,1,0,1,True,True,True,False
4f264b31a217e2813346,1,Muerte Cruzada,#urgente francisco garc s ecuavisa informa alrededores asamblea nacional #guillermolasso #conaie #unes #juiciopoliticoalasso #asamblenacionalec,francisco garc ecuavisa alrededores asamblea nacional,1,1,1,1,1,1,1,1,1,1,1,True,True,True,False
c9bd4ea9c895993997cb,0,Paro Nacional,si dieran cada vez ana barbara menciona bandido #laacademia #domingodeacademia,ana barbara menciona bandido,0,1,1,1,0,0,1,1,0,0,1,True,False,False,True
